UNIQUE CODE,STATE,BALLOT TYPE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,POLLING DISTRICT CODE,POLLING DISTRICT NAME,POLLING CENTRE,BUMIPUTERA SABAH,BUMIPUTERA SARAWAK,CINA,INDIA,LAIN LAIN,MELAYU,ORANG ASLI,TOTAL ELECTORS,21 - 29,30 - 39,40 - 49,50 - 59,60 - 69,70 - 79,80 - 89,90 DAN KE ATAS,MALE ELECTORS,FEMALE ELECTORS,VOTING CHANNEL NUMBER,TOTAL BALLOTS ISSUED,BN,BN CANDIDATE,BN CANDIDATE SEX,BN CANDIDATE AGE,BN VOTE,PH,PH CANDIDATE,PH CANDIDATE SEX,PH CANDIDATE AGE,PH VOTE,GS,GS CANDIDATE,GS CANDIDATE SEX,GS CANDIDATE AGE,GS VOTE,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE SEX,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE SEX,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,INDEPENDENT 3,INDEPENDENT 3 CANDIDATE,INDEPENDENT 3 CANDIDATE SEX,INDEPENDENT 3 CANDIDATE AGE,INDEPENDENT 3 VOTE,INDEPENDENT 4,INDEPENDENT 4 CANDIDATE,INDEPENDENT 4 CANDIDATE SEX,INDEPENDENT 4 CANDIDATE AGE,INDEPENDENT 4 VOTE,INDEPENDENT 5,INDEPENDENT 5 CANDIDATE,INDEPENDENT 5 CANDIDATE SEX,INDEPENDENT 5 CANDIDATE AGE,INDEPENDENT 5 VOTE,TOTAL VALID VOTES,TOTAL REJECTED VOTES,TOTAL UNRETURNED BALLOTS,VALID VOTE CHECK,TOTAL BALLOT CHECK
P.132_N.33_132/33/02_3,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/02,KAMPONG ARAB,SEKOLAH KEBANGSAAN KAMPONG GELAM,3,,208,225,8,96,,540,,4,344,192,,,,,256,284,3,369,,,,,,PKR,ANWAR IBRAHIM,MALE,71,319,PAS,LT KOL (B) HAJI NAZARI,MALE,57,20,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,18,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,5,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,1,363,6,0,1,1
P.132_N.33_132/33/02_4,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/02,KAMPONG ARAB,SEKOLAH KEBANGSAAN KAMPONG GELAM,2,3,226,157,14,139,,541,191,350,,,,,,,270,271,4,288,,,,,,PKR,ANWAR IBRAHIM,MALE,71,243,PAS,LT KOL (B) HAJI NAZARI,MALE,57,22,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,18,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,1,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,1,285,2,1,1,1
P.132_N.33_132/33/03_1,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/03,KAMPONG CHOKRA,SEKOLAH JENIS KEBANGSAAN (TAMIL) PORT DICKSON,,,153,160,4,33,,350,,,,,6,240,78,26,165,185,1,178,,,,,,PKR,ANWAR IBRAHIM,MALE,71,140,PAS,LT KOL (B) HAJI NAZARI,MALE,57,13,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,6,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,11,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,2,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,1,173,5,0,1,1
P.132_N.33_132/33/03_2,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/03,KAMPONG CHOKRA,SEKOLAH JENIS KEBANGSAAN (TAMIL) PORT DICKSON,,1,110,184,3,52,,350,,,,,350,,,,152,198,2,229,,,,,,PKR,ANWAR IBRAHIM,MALE,71,180,PAS,LT KOL (B) HAJI NAZARI,MALE,57,15,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,4,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,22,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,6,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,1,228,1,0,1,1
P.132_N.33_132/33/03_3,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/03,KAMPONG CHOKRA,SEKOLAH JENIS KEBANGSAAN (TAMIL) PORT DICKSON,1,,99,176,7,67,,350,,,,60,290,,,,180,170,3,216,,,,,,PKR,ANWAR IBRAHIM,MALE,71,172,PAS,LT KOL (B) HAJI NAZARI,MALE,57,17,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,2,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,18,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,2,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,1,213,3,0,1,1
P.132_N.33_132/33/03_4,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/03,KAMPONG CHOKRA,SEKOLAH JENIS KEBANGSAAN (TAMIL) PORT DICKSON,3,1,127,240,4,101,,476,,,,476,,,,,205,271,4,301,,,,,,PKR,ANWAR IBRAHIM,MALE,71,254,PAS,LT KOL (B) HAJI NAZARI,MALE,57,19,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,1,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,23,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,1,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,1,299,2,0,1,1
P.132_N.33_132/33/03_5,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/03,KAMPONG CHOKRA,SEKOLAH JENIS KEBANGSAAN (TAMIL) PORT DICKSON,2,1,166,190,4,113,,476,,,360,116,,,,,225,251,5,255,,,,,,PKR,ANWAR IBRAHIM,MALE,71,205,PAS,LT KOL (B) HAJI NAZARI,MALE,57,26,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,13,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,5,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,249,6,0,1,1
P.132_N.33_132/33/03_6,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/03,KAMPONG CHOKRA,SEKOLAH JENIS KEBANGSAAN (TAMIL) PORT DICKSON,2,5,189,190,2,88,,476,,337,139,,,,,,219,257,6,242,,,,,,PKR,ANWAR IBRAHIM,MALE,71,205,PAS,LT KOL (B) HAJI NAZARI,MALE,57,22,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,10,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,3,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,240,2,0,1,1
P.132_N.33_132/33/03_7,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/03,KAMPONG CHOKRA,SEKOLAH JENIS KEBANGSAAN (TAMIL) PORT DICKSON,3,1,177,162,3,133,,479,305,174,,,,,,,233,246,7,212,,,,,,PKR,ANWAR IBRAHIM,MALE,71,176,PAS,LT KOL (B) HAJI NAZARI,MALE,57,20,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,8,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,4,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,1,210,2,0,1,1
P.132_N.33_132/33/04_1,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/04,PEKAN PORT DICKSON,SEKOLAH KEBANGSAAN PORT DICKSON,1,,195,100,7,47,,350,,,,,,185,137,28,173,177,1,157,,,,,,PKR,ANWAR IBRAHIM,MALE,71,122,PAS,LT KOL (B) HAJI NAZARI,MALE,57,10,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,2,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,14,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,5,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,4,157,0,0,1,1
P.132_N.33_132/33/04_2,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/04,PEKAN PORT DICKSON,SEKOLAH KEBANGSAAN PORT DICKSON,1,,161,107,5,76,,350,,,,,188,162,,,182,168,2,219,,,,,,PKR,ANWAR IBRAHIM,MALE,71,178,PAS,LT KOL (B) HAJI NAZARI,MALE,57,16,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,2,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,1,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,14,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,7,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,1,219,0,0,1,1
P.132_N.33_132/33/04_3,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/04,PEKAN PORT DICKSON,SEKOLAH KEBANGSAAN PORT DICKSON,3,1,134,118,6,88,,350,,,,,350,,,,189,161,3,222,,,,,,PKR,ANWAR IBRAHIM,MALE,71,160,PAS,LT KOL (B) HAJI NAZARI,MALE,57,25,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,3,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,2,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,17,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,10,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,2,219,3,0,1,1
P.132_N.33_132/33/04_4,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/04,PEKAN PORT DICKSON,SEKOLAH KEBANGSAAN PORT DICKSON,3,1,98,116,5,127,,350,,,,101,249,,,,167,183,4,216,,,,,,PKR,ANWAR IBRAHIM,MALE,71,160,PAS,LT KOL (B) HAJI NAZARI,MALE,57,32,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,18,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,2,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,2,215,1,0,1,1
P.132_N.33_132/33/04_5,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/04,PEKAN PORT DICKSON,SEKOLAH KEBANGSAAN PORT DICKSON,15,3,147,178,10,191,,544,,,,544,,,,,260,284,5,346,,,,,,PKR,ANWAR IBRAHIM,MALE,71,251,PAS,LT KOL (B) HAJI NAZARI,MALE,57,54,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,3,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,25,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,6,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,2,341,0,5,1,1
P.132_N.33_132/33/04_6,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/04,PEKAN PORT DICKSON,SEKOLAH KEBANGSAAN PORT DICKSON,9,3,141,211,5,175,,544,,,226,318,,,,,260,284,6,317,,,,,,PKR,ANWAR IBRAHIM,MALE,71,244,PAS,LT KOL (B) HAJI NAZARI,MALE,57,45,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,1,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,21,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,4,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,1,317,0,0,1,1
P.132_N.33_132/33/04_7,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/04,PEKAN PORT DICKSON,SEKOLAH KEBANGSAAN PORT DICKSON,7,1,163,200,6,167,,544,,,544,,,,,,266,278,7,313,,,,,,PKR,ANWAR IBRAHIM,MALE,71,256,PAS,LT KOL (B) HAJI NAZARI,MALE,57,23,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,0,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,1,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,22,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,5,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,3,310,3,0,1,1
P.132_N.33_132/33/04_8,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/04,PEKAN PORT DICKSON,SEKOLAH KEBANGSAAN PORT DICKSON,12,4,153,194,4,177,,544,,370,174,,,,,,288,256,8,279,,,,,,PKR,ANWAR IBRAHIM,MALE,71,210,PAS,LT KOL (B) HAJI NAZARI,MALE,57,47,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,16,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,2,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,1,277,2,0,1,1
P.132_N.33_132/33/04_9,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/04,PEKAN PORT DICKSON,SEKOLAH KEBANGSAAN PORT DICKSON,10,5,96,175,3,255,,544,26,518,,,,,,,274,270,9,280,,,,,,PKR,ANWAR IBRAHIM,MALE,71,204,PAS,LT KOL (B) HAJI NAZARI,MALE,57,40,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,22,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,7,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,1,275,5,0,1,1
P.132_N.33_132/33/04_10,NEGERI SEMBILAN,ORDINARY VOTE,P.132,PORT DICKSON,N.33,SRI TANJUNG,132/33/04,PEKAN PORT DICKSON,SEKOLAH KEBANGSAAN PORT DICKSON,7,,68,193,2,274,,544,544,,,,,,,,267,277,10,223,,,,,,PKR,ANWAR IBRAHIM,MALE,71,163,PAS,LT KOL (B) HAJI NAZARI,MALE,57,41,INDEPENDENT - RABBIT,LAU SECK YAN,FEMALE,57,1,INDEPENDENT - KEY,SAIFUL BUKHARI AZLAN,MALE,33,0,INDEPENDENT - CHAIR,TAN SRI MOHD ISA BIN ABDUL SAMAD,MALE,68,15,INDEPENDENT - SPECTACLES,STEVIE CHAN,MALE,51,3,INDEPENDENT - PEN,KAN CHEE YUEN,MALE,45,0,223,0,0,1,1
